"rules","support","confidence","lift"
"393","{Product D,Product F,Product O} => {Product J}",0.0666666666666667,1,2.5
"394","{Product D,Product F,Product J} => {Product O}",0.0666666666666667,1,3.75
"395","{Product F,Product J,Product O} => {Product D}",0.0666666666666667,1,5
"396","{Product D,Product J,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"397","{Product D,Product I,Product O} => {Product J}",0.0666666666666667,1,2.5
"398","{Product D,Product I,Product J} => {Product O}",0.0666666666666667,1,3.75
"399","{Product I,Product J,Product O} => {Product D}",0.0666666666666667,1,5
"400","{Product D,Product H,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"401","{Product D,Product F,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"402","{Product F,Product H,Product O} => {Product D}",0.0666666666666667,1,5
"403","{Product D,Product H,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"404","{Product D,Product I,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"405","{Product D,Product H,Product I} => {Product O}",0.0666666666666667,1,3.75
"406","{Product H,Product I,Product O} => {Product D}",0.0666666666666667,1,5
"407","{Product D,Product F,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"408","{Product D,Product I,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"409","{Product D,Product F,Product I} => {Product O}",0.0666666666666667,1,3.75
"410","{Product F,Product I,Product O} => {Product D}",0.0666666666666667,1,5
"411","{Product D,Product G,Product J} => {Product E}",0.0666666666666667,1,2.5
"412","{Product D,Product E,Product J} => {Product G}",0.0666666666666667,1,3
"413","{Product D,Product E,Product G} => {Product H}",0.2,1,2.14285714285714
"414","{Product D,Product G,Product H} => {Product E}",0.2,1,2.5
"415","{Product D,Product E,Product H} => {Product G}",0.2,1,3
"416","{Product D,Product E,Product G} => {Product F}",0.2,1,2.14285714285714
"417","{Product D,Product F,Product G} => {Product E}",0.2,1,2.5
"418","{Product D,Product E,Product F} => {Product G}",0.2,1,3
"419","{Product D,Product G,Product I} => {Product E}",0.0666666666666667,1,2.5
"420","{Product D,Product E,Product I} => {Product G}",0.0666666666666667,1,3
"421","{Product D,Product G,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714
"422","{Product D,Product H,Product J} => {Product G}",0.0666666666666667,1,3
"423","{Product D,Product G,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714
"424","{Product D,Product F,Product J} => {Product G}",0.0666666666666667,1,3
"425","{Product D,Product G,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636
"426","{Product D,Product G,Product I} => {Product J}",0.0666666666666667,1,2.5
"427","{Product D,Product I,Product J} => {Product G}",0.0666666666666667,1,3
"428","{Product D,Product G,Product H} => {Product F}",0.2,1,2.14285714285714
"429","{Product D,Product F,Product G} => {Product H}",0.2,1,2.14285714285714
"430","{Product D,Product F,Product H} => {Product G}",0.2,1,3
"431","{Product D,Product G,Product I} => {Product H}",0.0666666666666667,1,2.14285714285714
"432","{Product D,Product H,Product I} => {Product G}",0.0666666666666667,1,3
"433","{Product D,Product G,Product I} => {Product F}",0.0666666666666667,1,2.14285714285714
"434","{Product D,Product F,Product I} => {Product G}",0.0666666666666667,1,3
"435","{Product D,Product E,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714
"436","{Product D,Product H,Product J} => {Product E}",0.0666666666666667,1,2.5
"437","{Product D,Product E,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714
"438","{Product D,Product F,Product J} => {Product E}",0.0666666666666667,1,2.5
"439","{Product D,Product E,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636
"440","{Product D,Product E,Product I} => {Product J}",0.0666666666666667,1,2.5
"441","{Product D,Product I,Product J} => {Product E}",0.0666666666666667,1,2.5
"442","{Product D,Product E,Product H} => {Product F}",0.2,1,2.14285714285714
"443","{Product D,Product E,Product F} => {Product H}",0.2,1,2.14285714285714
"444","{Product D,Product F,Product H} => {Product E}",0.2,1,2.5
"445","{Product D,Product E,Product I} => {Product H}",0.0666666666666667,1,2.14285714285714
"446","{Product D,Product H,Product I} => {Product E}",0.0666666666666667,1,2.5
"447","{Product D,Product E,Product I} => {Product F}",0.0666666666666667,1,2.14285714285714
"448","{Product D,Product F,Product I} => {Product E}",0.0666666666666667,1,2.5
"449","{Product D,Product H,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714
"450","{Product D,Product F,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714
"451","{Product D,Product H,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636
"452","{Product D,Product I,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714
"453","{Product D,Product H,Product I} => {Product J}",0.0666666666666667,1,2.5
"454","{Product D,Product F,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636
"455","{Product D,Product I,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714
"456","{Product D,Product F,Product I} => {Product J}",0.0666666666666667,1,2.5
"457","{Product D,Product H,Product I} => {Product F}",0.0666666666666667,1,2.14285714285714
"458","{Product D,Product F,Product I} => {Product H}",0.0666666666666667,1,2.14285714285714
"459","{Product G,Product K,Product O} => {Product E}",0.0666666666666667,1,2.5
"460","{Product E,Product K,Product O} => {Product G}",0.0666666666666667,1,3
"461","{Product E,Product G,Product O} => {Product K}",0.0666666666666667,1,5
"462","{Product G,Product K,Product O} => {Product J}",0.0666666666666667,1,2.5
"463","{Product J,Product K,Product O} => {Product G}",0.0666666666666667,1,3
"464","{Product G,Product J,Product O} => {Product K}",0.0666666666666667,1,5
"465","{Product G,Product K,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"466","{Product H,Product K,Product O} => {Product G}",0.0666666666666667,1,3
"467","{Product G,Product H,Product O} => {Product K}",0.0666666666666667,1,5
"468","{Product G,Product K,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"469","{Product F,Product K,Product O} => {Product G}",0.0666666666666667,1,3
"470","{Product F,Product G,Product O} => {Product K}",0.0666666666666667,1,5
"471","{Product G,Product K,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"472","{Product I,Product K,Product O} => {Product G}",0.0666666666666667,1,3
"473","{Product G,Product I,Product O} => {Product K}",0.0666666666666667,1,5
"474","{Product E,Product K,Product O} => {Product J}",0.0666666666666667,1,2.5
"475","{Product J,Product K,Product O} => {Product E}",0.0666666666666667,1,2.5
"476","{Product E,Product J,Product O} => {Product K}",0.0666666666666667,1,5
"477","{Product E,Product K,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"478","{Product H,Product K,Product O} => {Product E}",0.0666666666666667,1,2.5
"479","{Product E,Product H,Product O} => {Product K}",0.0666666666666667,1,5
"480","{Product E,Product K,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"481","{Product F,Product K,Product O} => {Product E}",0.0666666666666667,1,2.5
"482","{Product E,Product F,Product O} => {Product K}",0.0666666666666667,1,5
"483","{Product E,Product K,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"484","{Product I,Product K,Product O} => {Product E}",0.0666666666666667,1,2.5
"485","{Product E,Product I,Product O} => {Product K}",0.0666666666666667,1,5
"486","{Product J,Product K,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"487","{Product H,Product K,Product O} => {Product J}",0.0666666666666667,1,2.5
"488","{Product H,Product J,Product O} => {Product K}",0.0666666666666667,1,5
"489","{Product J,Product K,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"490","{Product F,Product K,Product O} => {Product J}",0.0666666666666667,1,2.5
"491","{Product F,Product J,Product O} => {Product K}",0.0666666666666667,1,5
"492","{Product J,Product K,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"493","{Product I,Product K,Product O} => {Product J}",0.0666666666666667,1,2.5
"494","{Product I,Product J,Product O} => {Product K}",0.0666666666666667,1,5
"495","{Product H,Product K,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"496","{Product F,Product K,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"497","{Product F,Product H,Product O} => {Product K}",0.0666666666666667,1,5
"498","{Product H,Product K,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"499","{Product I,Product K,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"500","{Product H,Product I,Product O} => {Product K}",0.0666666666666667,1,5
"501","{Product F,Product K,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"502","{Product I,Product K,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"503","{Product F,Product I,Product O} => {Product K}",0.0666666666666667,1,5
"504","{Product E,Product G,Product K} => {Product J}",0.133333333333333,1,2.5
"505","{Product G,Product J,Product K} => {Product E}",0.133333333333333,1,2.5
"506","{Product E,Product G,Product J} => {Product K}",0.133333333333333,1,5
"507","{Product E,Product G,Product K} => {Product H}",0.133333333333333,1,2.14285714285714
"508","{Product G,Product H,Product K} => {Product E}",0.133333333333333,1,2.5
"509","{Product E,Product G,Product K} => {Product F}",0.133333333333333,1,2.14285714285714
"510","{Product F,Product G,Product K} => {Product E}",0.133333333333333,1,2.5
"511","{Product E,Product G,Product K} => {Product I}",0.133333333333333,1,1.36363636363636
"512","{Product G,Product I,Product K} => {Product E}",0.133333333333333,1,2.5
"513","{Product E,Product G,Product I} => {Product K}",0.133333333333333,1,5
"514","{Product G,Product J,Product K} => {Product H}",0.133333333333333,1,2.14285714285714
"515","{Product G,Product H,Product K} => {Product J}",0.133333333333333,1,2.5
"516","{Product G,Product H,Product J} => {Product K}",0.133333333333333,1,5
"517","{Product G,Product J,Product K} => {Product F}",0.133333333333333,1,2.14285714285714
"518","{Product F,Product G,Product K} => {Product J}",0.133333333333333,1,2.5
"519","{Product G,Product J,Product K} => {Product I}",0.133333333333333,1,1.36363636363636
"520","{Product G,Product I,Product K} => {Product J}",0.133333333333333,1,2.5
"521","{Product G,Product H,Product K} => {Product F}",0.133333333333333,1,2.14285714285714
"522","{Product F,Product G,Product K} => {Product H}",0.133333333333333,1,2.14285714285714
"523","{Product G,Product H,Product K} => {Product I}",0.133333333333333,1,1.36363636363636
"524","{Product G,Product I,Product K} => {Product H}",0.133333333333333,1,2.14285714285714
"525","{Product G,Product H,Product I} => {Product K}",0.133333333333333,1,5
"526","{Product F,Product G,Product K} => {Product I}",0.133333333333333,1,1.36363636363636
"527","{Product G,Product I,Product K} => {Product F}",0.133333333333333,1,2.14285714285714
"528","{Product E,Product J,Product K} => {Product H}",0.2,1,2.14285714285714
"529","{Product E,Product H,Product K} => {Product J}",0.2,1,2.5
"530","{Product H,Product J,Product K} => {Product E}",0.2,1,2.5
"531","{Product E,Product H,Product J} => {Product K}",0.2,1,5
"532","{Product E,Product J,Product K} => {Product F}",0.2,1,2.14285714285714
"533","{Product E,Product F,Product K} => {Product J}",0.2,1,2.5
"534","{Product F,Product J,Product K} => {Product E}",0.2,1,2.5
"535","{Product E,Product F,Product J} => {Product K}",0.2,1,5
"536","{Product E,Product J,Product K} => {Product I}",0.2,1,1.36363636363636
"537","{Product E,Product I,Product K} => {Product J}",0.2,1,2.5
"538","{Product I,Product J,Product K} => {Product E}",0.2,1,2.5
"539","{Product E,Product I,Product J} => {Product K}",0.2,1,5
"540","{Product E,Product H,Product K} => {Product F}",0.2,1,2.14285714285714
"541","{Product E,Product F,Product K} => {Product H}",0.2,1,2.14285714285714
"542","{Product F,Product H,Product K} => {Product E}",0.2,1,2.5
"543","{Product E,Product H,Product K} => {Product I}",0.2,1,1.36363636363636
"544","{Product E,Product I,Product K} => {Product H}",0.2,1,2.14285714285714
"545","{Product H,Product I,Product K} => {Product E}",0.2,1,2.5
"546","{Product E,Product H,Product I} => {Product K}",0.2,1,5
"547","{Product E,Product F,Product K} => {Product I}",0.2,1,1.36363636363636
"548","{Product E,Product I,Product K} => {Product F}",0.2,1,2.14285714285714
"549","{Product F,Product I,Product K} => {Product E}",0.2,1,2.5
"550","{Product E,Product F,Product I} => {Product K}",0.2,1,5
"551","{Product H,Product J,Product K} => {Product F}",0.2,1,2.14285714285714
"552","{Product F,Product J,Product K} => {Product H}",0.2,1,2.14285714285714
"553","{Product F,Product H,Product K} => {Product J}",0.2,1,2.5
"554","{Product H,Product J,Product K} => {Product I}",0.2,1,1.36363636363636
"555","{Product I,Product J,Product K} => {Product H}",0.2,1,2.14285714285714
"556","{Product H,Product I,Product K} => {Product J}",0.2,1,2.5
"557","{Product F,Product J,Product K} => {Product I}",0.2,1,1.36363636363636
"558","{Product I,Product J,Product K} => {Product F}",0.2,1,2.14285714285714
"559","{Product F,Product I,Product K} => {Product J}",0.2,1,2.5
"560","{Product F,Product H,Product K} => {Product I}",0.2,1,1.36363636363636
"561","{Product H,Product I,Product K} => {Product F}",0.2,1,2.14285714285714
"562","{Product F,Product I,Product K} => {Product H}",0.2,1,2.14285714285714
"563","{Product L,Product M,Product O} => {Product B}",0.0666666666666667,1,2.5
"564","{Product B,Product M,Product O} => {Product L}",0.0666666666666667,1,3
"565","{Product B,Product L,Product M} => {Product O}",0.0666666666666667,1,3.75
"566","{Product B,Product L,Product O} => {Product M}",0.0666666666666667,1,3.75
"567","{Product L,Product M,Product O} => {Product C}",0.0666666666666667,1,2.14285714285714
"568","{Product C,Product M,Product O} => {Product L}",0.0666666666666667,1,3
"569","{Product C,Product L,Product O} => {Product M}",0.0666666666666667,1,3.75
"570","{Product B,Product M,Product O} => {Product C}",0.0666666666666667,1,2.14285714285714
"571","{Product C,Product M,Product O} => {Product B}",0.0666666666666667,1,2.5
"572","{Product B,Product L,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714
"573","{Product B,Product C,Product L} => {Product M}",0.0666666666666667,1,3.75
"574","{Product A,Product L,Product M} => {Product J}",0.0666666666666667,1,2.5
"575","{Product A,Product J,Product M} => {Product L}",0.0666666666666667,1,3
"576","{Product A,Product L,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636
"577","{Product C,Product J,Product M} => {Product L}",0.0666666666666667,1,3
"578","{Product C,Product J,Product L} => {Product M}",0.0666666666666667,1,3.75
"579","{Product H,Product L,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714
"580","{Product C,Product H,Product M} => {Product L}",0.0666666666666667,1,3
"581","{Product C,Product H,Product L} => {Product M}",0.0666666666666667,1,3.75
"582","{Product F,Product L,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714
"583","{Product C,Product F,Product M} => {Product L}",0.0666666666666667,1,3
"584","{Product C,Product F,Product L} => {Product M}",0.0666666666666667,1,3.75
"585","{Product C,Product I,Product L} => {Product M}",0.0666666666666667,1,3.75
"586","{Product H,Product L,Product M} => {Product J}",0.0666666666666667,1,2.5
"587","{Product H,Product J,Product M} => {Product L}",0.0666666666666667,1,3
"588","{Product H,Product J,Product L} => {Product M}",0.0666666666666667,1,3.75
"589","{Product F,Product L,Product M} => {Product J}",0.0666666666666667,1,2.5
"590","{Product F,Product J,Product M} => {Product L}",0.0666666666666667,1,3
"591","{Product J,Product L,Product M} => {Product I}",0.133333333333333,1,1.36363636363636
"592","{Product I,Product L,Product M} => {Product J}",0.133333333333333,1,2.5
"593","{Product I,Product J,Product M} => {Product L}",0.133333333333333,1,3
"594","{Product H,Product L,Product M} => {Product F}",0.0666666666666667,1,2.14285714285714
"595","{Product F,Product L,Product M} => {Product H}",0.0666666666666667,1,2.14285714285714
"596","{Product F,Product H,Product M} => {Product L}",0.0666666666666667,1,3
"597","{Product F,Product H,Product L} => {Product M}",0.0666666666666667,1,3.75
"598","{Product H,Product L,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636
"599","{Product H,Product I,Product M} => {Product L}",0.0666666666666667,1,3
"600","{Product H,Product I,Product L} => {Product M}",0.0666666666666667,1,3.75
"601","{Product F,Product L,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636
"602","{Product F,Product I,Product M} => {Product L}",0.0666666666666667,1,3
"603","{Product A,Product B,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714
"604","{Product A,Product C,Product M} => {Product B}",0.0666666666666667,1,2.5
"605","{Product A,Product B,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636
"606","{Product B,Product I,Product M} => {Product A}",0.0666666666666667,1,2.14285714285714
"607","{Product B,Product I,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714
"608","{Product A,Product C,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636
"609","{Product A,Product J,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636
"610","{Product C,Product J,Product M} => {Product H}",0.0666666666666667,1,2.14285714285714
"611","{Product C,Product H,Product M} => {Product J}",0.0666666666666667,1,2.5
"612","{Product H,Product J,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714
"613","{Product C,Product H,Product J} => {Product M}",0.0666666666666667,1,3.75
"614","{Product C,Product J,Product M} => {Product F}",0.0666666666666667,1,2.14285714285714
"615","{Product C,Product F,Product M} => {Product J}",0.0666666666666667,1,2.5
"616","{Product F,Product J,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714
"617","{Product C,Product F,Product J} => {Product M}",0.0666666666666667,1,3.75
"618","{Product C,Product J,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636
"619","{Product C,Product I,Product J} => {Product M}",0.0666666666666667,1,3.75
"620","{Product C,Product H,Product M} => {Product F}",0.0666666666666667,1,2.14285714285714
"621","{Product C,Product F,Product M} => {Product H}",0.0666666666666667,1,2.14285714285714
"622","{Product F,Product H,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714
"623","{Product C,Product F,Product H} => {Product M}",0.0666666666666667,1,3.75
"624","{Product C,Product H,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636
"625","{Product H,Product I,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714
"626","{Product C,Product H,Product I} => {Product M}",0.0666666666666667,1,3.75
"627","{Product C,Product F,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636
"628","{Product F,Product I,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714
"629","{Product C,Product F,Product I} => {Product M}",0.0666666666666667,1,3.75
"630","{Product H,Product J,Product M} => {Product F}",0.0666666666666667,1,2.14285714285714
"631","{Product F,Product J,Product M} => {Product H}",0.0666666666666667,1,2.14285714285714
"632","{Product F,Product H,Product M} => {Product J}",0.0666666666666667,1,2.5
"633","{Product H,Product J,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636
"634","{Product H,Product I,Product M} => {Product J}",0.0666666666666667,1,2.5
"635","{Product F,Product J,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636
"636","{Product F,Product I,Product M} => {Product J}",0.0666666666666667,1,2.5
"637","{Product F,Product H,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636
"638","{Product H,Product I,Product M} => {Product F}",0.0666666666666667,1,2.14285714285714
"639","{Product F,Product I,Product M} => {Product H}",0.0666666666666667,1,2.14285714285714
"640","{Product B,Product L,Product O} => {Product C}",0.0666666666666667,1,2.14285714285714
"641","{Product C,Product L,Product O} => {Product B}",0.0666666666666667,1,2.5
"642","{Product B,Product C,Product L} => {Product O}",0.0666666666666667,1,3.75
"643","{Product A,Product B,Product O} => {Product C}",0.133333333333333,1,2.14285714285714
"644","{Product A,Product C,Product O} => {Product B}",0.133333333333333,1,2.5
"645","{Product A,Product B,Product O} => {Product I}",0.133333333333333,1,1.36363636363636
"646","{Product B,Product I,Product O} => {Product A}",0.133333333333333,1,2.14285714285714
"647","{Product A,Product I,Product O} => {Product B}",0.133333333333333,1,2.5
"648","{Product B,Product I,Product O} => {Product C}",0.133333333333333,1,2.14285714285714
"649","{Product C,Product I,Product O} => {Product B}",0.133333333333333,1,2.5
"650","{Product E,Product G,Product O} => {Product J}",0.0666666666666667,1,2.5
"651","{Product G,Product J,Product O} => {Product E}",0.0666666666666667,1,2.5
"652","{Product E,Product J,Product O} => {Product G}",0.0666666666666667,1,3
"653","{Product E,Product G,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"654","{Product G,Product H,Product O} => {Product E}",0.0666666666666667,1,2.5
"655","{Product E,Product H,Product O} => {Product G}",0.0666666666666667,1,3
"656","{Product E,Product G,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"657","{Product F,Product G,Product O} => {Product E}",0.0666666666666667,1,2.5
"658","{Product E,Product F,Product O} => {Product G}",0.0666666666666667,1,3
"659","{Product E,Product G,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"660","{Product G,Product I,Product O} => {Product E}",0.0666666666666667,1,2.5
"661","{Product E,Product I,Product O} => {Product G}",0.0666666666666667,1,3
"662","{Product G,Product J,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"663","{Product G,Product H,Product O} => {Product J}",0.0666666666666667,1,2.5
"664","{Product H,Product J,Product O} => {Product G}",0.0666666666666667,1,3
"665","{Product G,Product J,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"666","{Product F,Product G,Product O} => {Product J}",0.0666666666666667,1,2.5
"667","{Product F,Product J,Product O} => {Product G}",0.0666666666666667,1,3
"668","{Product G,Product J,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"669","{Product G,Product I,Product O} => {Product J}",0.0666666666666667,1,2.5
"670","{Product I,Product J,Product O} => {Product G}",0.0666666666666667,1,3
"671","{Product G,Product H,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"672","{Product F,Product G,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"673","{Product F,Product H,Product O} => {Product G}",0.0666666666666667,1,3
"674","{Product G,Product H,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"675","{Product G,Product I,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"676","{Product H,Product I,Product O} => {Product G}",0.0666666666666667,1,3
"677","{Product F,Product G,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"678","{Product G,Product I,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"679","{Product F,Product I,Product O} => {Product G}",0.0666666666666667,1,3
"680","{Product A,Product C,Product O} => {Product I}",0.133333333333333,1,1.36363636363636
"681","{Product A,Product I,Product O} => {Product C}",0.133333333333333,1,2.14285714285714
"682","{Product C,Product I,Product O} => {Product A}",0.133333333333333,1,2.14285714285714
"683","{Product E,Product J,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"684","{Product E,Product H,Product O} => {Product J}",0.0666666666666667,1,2.5
"685","{Product H,Product J,Product O} => {Product E}",0.0666666666666667,1,2.5
"686","{Product E,Product J,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"687","{Product E,Product F,Product O} => {Product J}",0.0666666666666667,1,2.5
"688","{Product F,Product J,Product O} => {Product E}",0.0666666666666667,1,2.5
"689","{Product E,Product J,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"690","{Product E,Product I,Product O} => {Product J}",0.0666666666666667,1,2.5
"691","{Product I,Product J,Product O} => {Product E}",0.0666666666666667,1,2.5
"692","{Product E,Product H,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"693","{Product E,Product F,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"694","{Product F,Product H,Product O} => {Product E}",0.0666666666666667,1,2.5
"695","{Product E,Product H,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"696","{Product E,Product I,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"697","{Product H,Product I,Product O} => {Product E}",0.0666666666666667,1,2.5
"698","{Product E,Product F,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"699","{Product E,Product I,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"700","{Product F,Product I,Product O} => {Product E}",0.0666666666666667,1,2.5
"701","{Product H,Product J,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"702","{Product F,Product J,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"703","{Product F,Product H,Product O} => {Product J}",0.0666666666666667,1,2.5
"704","{Product H,Product J,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"705","{Product I,Product J,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"706","{Product H,Product I,Product O} => {Product J}",0.0666666666666667,1,2.5
"707","{Product F,Product J,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"708","{Product I,Product J,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"709","{Product F,Product I,Product O} => {Product J}",0.0666666666666667,1,2.5
"710","{Product F,Product H,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"711","{Product H,Product I,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"712","{Product F,Product I,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"713","{Product A,Product G,Product L} => {Product J}",0.0666666666666667,1,2.5
"714","{Product G,Product J,Product L} => {Product A}",0.0666666666666667,1,2.14285714285714
"715","{Product A,Product G,Product J} => {Product L}",0.0666666666666667,1,3
"716","{Product A,Product G,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714
"717","{Product F,Product G,Product L} => {Product A}",0.0666666666666667,1,2.14285714285714
"718","{Product A,Product F,Product L} => {Product G}",0.0666666666666667,1,3
"719","{Product A,Product F,Product G} => {Product L}",0.0666666666666667,1,3
"720","{Product A,Product G,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636
"721","{Product G,Product I,Product L} => {Product A}",0.0666666666666667,1,2.14285714285714
"722","{Product A,Product G,Product I} => {Product L}",0.0666666666666667,1,3
"723","{Product G,Product J,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714
"724","{Product F,Product G,Product L} => {Product J}",0.0666666666666667,1,2.5
"725","{Product G,Product J,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636
"726","{Product G,Product I,Product L} => {Product J}",0.0666666666666667,1,2.5
"727","{Product F,Product G,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636
"728","{Product G,Product I,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714
"729","{Product A,Product F,Product L} => {Product J}",0.0666666666666667,1,2.5
"730","{Product A,Product F,Product J} => {Product L}",0.0666666666666667,1,3
"731","{Product A,Product J,Product L} => {Product I}",0.133333333333333,1,1.36363636363636
"732","{Product A,Product I,Product L} => {Product J}",0.133333333333333,1,2.5
"733","{Product A,Product I,Product J} => {Product L}",0.133333333333333,1,3
"734","{Product A,Product F,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636
"735","{Product A,Product F,Product I} => {Product L}",0.0666666666666667,1,3
"736","{Product C,Product J,Product L} => {Product H}",0.0666666666666667,1,2.14285714285714
"737","{Product C,Product H,Product L} => {Product J}",0.0666666666666667,1,2.5
"738","{Product H,Product J,Product L} => {Product C}",0.0666666666666667,1,2.14285714285714
"739","{Product C,Product H,Product J} => {Product L}",0.0666666666666667,1,3
"740","{Product C,Product J,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714
"741","{Product C,Product F,Product L} => {Product J}",0.0666666666666667,1,2.5
"742","{Product C,Product F,Product J} => {Product L}",0.0666666666666667,1,3
"743","{Product C,Product J,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636
"744","{Product C,Product I,Product L} => {Product J}",0.0666666666666667,1,2.5
"745","{Product C,Product I,Product J} => {Product L}",0.0666666666666667,1,3
"746","{Product C,Product H,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714
"747","{Product C,Product F,Product L} => {Product H}",0.0666666666666667,1,2.14285714285714
"748","{Product F,Product H,Product L} => {Product C}",0.0666666666666667,1,2.14285714285714
"749","{Product C,Product F,Product H} => {Product L}",0.0666666666666667,1,3
"750","{Product C,Product H,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636
"751","{Product C,Product I,Product L} => {Product H}",0.0666666666666667,1,2.14285714285714
"752","{Product H,Product I,Product L} => {Product C}",0.0666666666666667,1,2.14285714285714
"753","{Product C,Product H,Product I} => {Product L}",0.0666666666666667,1,3
